Year,Make,Model,Class,Drive,Transmission,Engine Cylinders,Engine Displacement,Turbocharger,Supercharger,Fuel Type,MPG,City Fuel Consumption,Highway Fuel Consumption
9,38,2883,22,6,38,6,4.3,0,0,7,16,3293.01,4704.3
9,38,2883,22,6,38,6,4.3,0,0,7,16,3528.225,4469.085
9,38,2883,22,6,38,8,5.0,0,0,7,15,3057.795,3998.655
9,38,2883,22,6,38,8,5.7,0,0,7,14,2822.58,3998.655
9,38,2883,22,6,38,8,5.7,0,0,7,13,2587.365,3763.44
9,38,2883,23,6,38,8,6.2,0,0,0,17,3763.44,4704.3
9,38,2884,22,2,28,6,4.3,0,0,7,15,3293.01,3998.655
9,38,2884,22,2,28,8,5.0,0,0,7,14,2822.58,3998.655
9,38,2884,22,2,28,8,5.7,0,0,7,13,2587.365,3763.44
9,38,2884,22,2,28,8,6.2,0,0,0,17,3528.225,4704.3
9,38,2884,22,2,38,6,4.3,0,0,7,14,3057.795,3998.655
9,38,2884,22,2,38,6,4.3,0,0,7,15,3293.01,3998.655
9,38,2884,22,2,38,8,5.0,0,0,7,13,2587.365,3763.44
9,38,2884,22,2,38,8,5.7,0,0,7,13,2587.365,3763.44
9,38,2884,22,2,38,8,5.7,0,0,7,12,2587.365,3293.01
9,38,2884,24,2,38,8,6.2,0,0,0,17,3763.44,4469.085
9,38,2957,8,6,28,4,2.5,0,0,7,20,4233.87,5645.16
9,38,2957,8,6,28,6,4.3,0,0,7,18,3763.44,4939.515
9,38,2957,8,6,28,6,4.3,0,0,5,18,3528.225,5174.73
9,38,2957,8,6,38,4,2.5,0,0,7,22,4704.3,5880.375
9,38,2957,8,6,38,6,2.8,0,0,7,19,3998.655,5409.945
9,38,2957,8,6,38,6,4.3,0,0,7,18,3763.44,5174.73
9,38,2959,22,2,28,6,4.3,0,0,5,16,3528.225,4704.3
9,38,2959,22,2,28,6,4.3,0,0,7,16,3528.225,4469.085
9,38,2959,22,2,38,6,4.3,0,0,7,16,3528.225,4704.3
9,38,3023,17,6,28,8,5.7,0,0,7,13,2587.365,3763.44
9,38,3025,17,2,28,8,5.7,0,0,7,12,2587.365,3528.225
9,38,3300,30,6,28,6,4.3,0,0,7,17,3528.225,4704.3
9,38,3300,30,6,28,8,5.0,0,0,7,15,3057.795,3998.655
9,38,3300,30,6,28,8,5.7,0,0,7,14,3057.795,3998.655
9,38,3300,32,6,28,8,6.2,0,0,0,17,3528.225,4704.3
9,38,3303,30,6,28,6,4.3,0,0,7,17,3528.225,4704.3
9,38,3303,30,6,28,8,5.7,0,0,7,14,3057.795,4233.87
9,38,3515,17,2,28,8,5.7,0,0,7,13,2587.365,3528.225
9,38,3515,17,2,38,8,5.7,0,0,7,13,2587.365,3763.44
9,45,589,0,4,28,4,2.2,0,0,7,22,4469.085,6115.59
9,45,589,0,4,38,4,2.2,0,0,7,24,4939.515,6821.235
9,45,594,13,4,28,4,2.2,0,0,7,21,4233.87,5645.16
9,45,594,13,4,38,4,2.2,0,0,7,22,4704.3,6115.59
9,45,1035,28,4,28,4,1.5,0,0,7,29,6115.59,8232.525
9,45,1035,28,4,28,4,1.6,0,0,7,26,5409.945,7291.665
9,45,1035,28,4,38,4,1.6,0,0,7,28,5880.375,7526.88
9,45,1040,29,4,28,4,1.5,0,0,7,28,6115.59,7762.095
9,45,1040,29,4,28,4,1.6,0,0,7,26,5409.945,7291.665
9,45,1040,29,4,38,4,1.5,0,0,7,31,6821.235,7997.31
9,45,1040,29,4,38,4,1.6,0,0,7,27,5880.375,7056.45
9,45,2387,28,4,28,4,2.2,0,0,7,23,4704.3,6350.805
9,45,2387,28,4,28,4,2.3,0,0,5,21,4469.085,5645.16
9,45,2387,28,4,38,4,2.2,0,0,5,21,4469.085,5645.16
9,45,2387,28,4,38,4,2.2,0,0,7,24,4939.515,6821.235
9,45,2387,28,4,38,4,2.3,0,0,5,21,4469.085,5645.16
9,47,1348,0,4,28,4,1.8,0,0,7,22,4704.3,6115.59
9,47,1348,0,4,38,4,1.6,0,0,7,22,4469.085,6115.59
9,47,1348,0,4,38,4,1.8,0,0,7,21,4469.085,6115.59
9,47,1424,28,4,28,4,1.5,0,0,7,26,5645.16,7056.45
9,47,1424,28,4,36,4,1.5,0,0,7,27,5880.375,7056.45
9,47,1424,28,4,38,4,1.5,0,0,7,28,5880.375,7762.095
9,47,2824,28,4,28,4,1.5,0,0,7,25,5409.945,6821.235
9,47,2824,28,4,38,4,1.5,1,0,7,25,5409.945,6821.235
9,47,2824,28,4,38,4,1.5,0,0,7,27,5409.945,7526.88
9,47,2949,2,4,28,4,2.0,0,0,7,20,4233.87,5880.375
9,47,2949,2,4,28,6,3.0,0,0,7,18,3763.44,5174.73
9,47,2949,2,4,38,4,2.0,0,0,7,20,4233.87,5645.16
9,50,1638,0,4,28,4,2.0,0,0,7,22,4469.085,6115.59
9,50,1638,0,4,38,4,2.0,0,0,7,24,4939.515,6821.235
9,50,1883,28,6,28,6,3.0,0,0,5,18,3763.44,4939.515
9,50,2405,2,6,28,8,4.5,0,0,5,17,3528.225,4704.3
9,50,2406,2,6,28,8,4.5,0,0,5,15,3293.01,4233.87
9,52,632,17,6,28,4,2.6,0,0,7,17,3528.225,4469.085
9,52,632,17,6,38,4,2.3,0,0,7,17,3763.44,4469.085
9,52,632,17,6,38,4,2.6,0,0,7,17,3528.225,4469.085
9,52,633,17,2,38,4,2.6,0,0,7,17,3763.44,4704.3
9,52,1872,28,4,28,4,1.8,0,0,7,22,4469.085,6586.02
9,52,1872,28,4,38,4,1.8,0,0,7,24,4939.515,6821.235
9,52,2370,8,6,28,4,2.6,0,0,7,19,3998.655,5174.73
9,52,2370,8,6,38,4,2.3,0,0,7,20,4469.085,5174.73
9,52,2370,8,6,38,4,2.6,0,0,7,18,3763.44,5174.73
9,52,2372,22,2,38,4,2.6,0,0,7,17,3528.225,4469.085
9,52,2372,22,2,38,6,3.1,0,0,7,15,3293.01,3998.655
9,52,2603,17,6,28,6,3.2,0,0,7,16,3528.225,4233.87
9,52,2603,17,6,38,4,2.6,0,0,7,17,3763.44,4704.3
9,52,2603,17,6,38,6,3.2,0,0,7,16,3528.225,4233.87
9,52,2604,16,2,28,6,3.2,0,0,7,16,3528.225,4233.87
9,52,2604,16,2,38,6,3.2,0,0,7,16,3528.225,4233.87
9,52,3022,0,4,27,4,1.6,0,0,7,25,5409.945,6586.02
9,52,3022,0,4,38,4,1.6,0,0,7,28,6115.59,7762.095
9,52,3022,0,4,38,4,1.8,0,0,7,24,4939.515,6821.235
9,52,3200,17,2,28,6,3.2,0,0,7,15,3293.01,3998.655
9,52,3200,17,2,38,6,3.2,0,0,7,14,3057.795,3763.44
9,52,3200,17,2,38,6,3.2,0,0,7,16,3293.01,3998.655
9,53,23,0,6,28,4,2.0,0,0,7,17,3763.44,4233.87
9,53,52,2,6,28,4,2.0,0,0,7,17,3763.44,4233.87
9,53,104,29,6,28,6,3.0,0,0,7,15,3293.01,3763.44
9,53,734,2,6,28,6,3.4,0,0,7,14,2822.58,4233.87
9,53,735,2,6,28,6,3.4,0,0,7,14,2822.58,4233.87
9,53,736,2,6,28,6,3.4,0,0,7,14,2822.58,4233.87
9,53,737,2,6,28,6,3.4,0,0,7,14,2822.58,4233.87
9,53,738,2,6,28,6,3.4,0,0,7,14,2822.58,4233.87
9,53,2097,2,6,28,6,3.0,0,0,7,15,3293.01,3763.44
9,53,2098,2,6,28,6,3.0,0,0,7,15,3293.01,3763.44
9,53,2099,2,6,28,6,3.0,0,0,7,15,3293.01,3763.44
9,53,2100,1,6,28,6,3.0,0,0,7,15,3293.01,3763.44
9,53,2101,4,6,28,6,3.0,0,0,7,15,3293.01,3763.44
9,53,2102,2,6,36,6,2.6,0,0,7,16,3763.44,4233.87
9,53,2314,2,6,28,8,4.9,0,0,7,15,3293.01,4233.87
9,53,3122,29,6,38,12,4.9,0,0,7,11,2116.935,3528.225
9,53,3122,29,6,38,12,4.9,0,0,7,11,2116.935,3293.01
9,55,3464,0,6,28,6,4.0,0,0,5,18,3528.225,5174.73
9,55,3475,29,6,27,12,6.0,0,0,5,12,2587.365,3293.01
9,55,3476,28,6,27,12,6.0,0,0,5,12,2587.365,3528.225
9,55,3478,29,6,28,6,4.0,0,0,5,18,3528.225,4939.515
9,55,3478,29,6,38,6,4.0,0,0,5,15,3057.795,4704.3
9,55,3479,28,6,28,6,4.0,0,0,5,18,3528.225,5174.73
9,55,3479,28,6,38,6,4.0,0,0,5,16,3057.795,4704.3
9,56,1018,17,6,28,6,4.0,0,0,7,16,3293.01,4469.085
9,56,1018,17,6,38,4,2.5,0,0,7,19,4233.87,5174.73
9,56,1018,17,6,38,6,4.0,0,0,7,17,3528.225,4704.3
9,56,1019,17,2,28,6,4.0,0,0,7,15,3293.01,4233.87
9,56,1019,17,2,38,4,2.5,0,0,7,18,3998.655,4704.3
9,56,1019,17,2,38,6,4.0,0,0,7,16,3528.225,4233.87
9,56,1070,22,6,28,6,4.0,0,0,7,16,3293.01,4469.085
9,56,1070,22,6,36,4,2.5,0,0,7,19,4233.87,4939.515
9,56,1070,22,6,38,4,2.5,0,0,7,19,3998.655,4939.515
9,56,1070,22,6,38,6,4.0,0,0,7,17,3528.225,4704.3
9,56,1071,22,2,28,6,4.0,0,0,7,15,3293.01,4233.87
9,56,1071,22,2,36,4,2.5,0,0,7,19,4233.87,4704.3
9,56,1071,22,2,38,4,2.5,0,0,7,18,3998.655,4704.3
9,56,1071,22,2,38,6,4.0,0,0,7,16,3528.225,4469.085
9,56,1771,17,6,28,6,4.0,0,0,7,15,3057.795,4233.87
9,56,1772,17,2,28,6,4.0,0,0,7,15,3057.795,4469.085
9,56,1772,17,2,28,8,5.2,0,0,7,14,2822.58,3998.655
9,56,1772,17,2,38,6,4.0,0,0,7,16,3528.225,4704.3
9,56,3395,17,2,27,6,4.0,0,0,7,14,3293.01,3528.225
9,56,3395,17,2,38,4,2.5,0,0,7,17,3763.44,4469.085
9,56,3395,17,2,38,6,4.0,0,0,7,16,3528.225,4233.87
9,57,2850,0,4,28,4,1.6,0,0,7,24,5174.73,6586.02
9,57,2850,0,4,38,4,1.6,0,0,7,27,5645.16,7056.45
9,60,1202,29,2,38,12,5.7,0,0,5,10,1881.72,3057.795
9,61,1226,17,2,38,8,3.9,0,0,5,10,2116.935,2587.365
9,61,2551,17,2,28,8,3.9,0,0,5,12,2587.365,3293.01
9,61,2553,17,2,28,8,4.3,0,0,5,12,2587.365,3293.01
9,62,1322,0,4,28,6,3.0,0,0,7,18,3763.44,5174.73
9,62,1322,0,4,38,6,3.0,0,0,7,18,3763.44,5174.73
9,62,1716,2,6,28,6,3.0,0,0,5,18,3763.44,4939.515
9,62,1961,2,6,28,8,4.0,0,0,5,18,3763.44,5174.73
9,62,2698,28,6,28,6,3.0,0,0,5,18,3763.44,4939.515
9,62,2698,28,6,28,8,4.0,0,0,5,18,3763.44,5174.73
9,62,2698,28,6,38,6,3.0,0,0,5,18,3763.44,4939.515
9,63,1082,1,4,28,6,3.8,0,0,7,18,3528.225,5645.16
9,63,2171,2,6,28,8,4.6,0,0,5,18,3763.44,5409.945
9,63,3142,1,6,28,8,4.6,0,0,7,19,3763.44,5645.16
9,66,1347,29,4,38,4,1.6,1,0,5,23,4704.3,6586.02
9,66,1415,29,6,38,4,2.2,1,0,5,19,3528.225,5880.375
9,71,122,0,4,28,4,1.6,0,0,7,25,5409.945,7056.45
9,71,122,0,4,28,4,1.6,0,0,7,25,5174.73,6821.235
9,71,122,0,4,38,4,1.6,0,0,7,27,5645.16,7526.88
9,71,122,0,4,38,4,1.6,0,0,7,28,5880.375,7762.095
9,71,343,2,4,28,4,2.0,0,0,7,23,4939.515,6586.02
9,71,343,2,4,28,6,2.5,0,0,5,19,3998.655,5409.945
9,71,343,2,4,38,4,2.0,0,0,7,26,5409.945,7291.665
9,71,343,2,4,38,6,2.5,0,0,5,20,4233.87,5645.16
9,71,490,2,6,28,6,3.0,0,0,5,19,3998.655,5174.73
9,71,704,22,6,28,4,2.2,0,0,7,20,4233.87,5409.945
9,71,704,22,6,28,4,2.2,0,0,7,20,4233.87,5645.16
9,71,704,22,6,28,4,2.6,0,0,7,19,3998.655,5174.73
9,71,704,22,6,38,4,2.2,0,0,7,20,4233.87,5645.16
9,71,704,22,6,38,4,2.2,0,0,7,22,4939.515,5645.16
9,71,704,22,6,38,4,2.6,0,0,7,19,3998.655,5174.73
9,71,715,22,2,28,4,2.6,0,0,7,17,3528.225,4469.085
9,71,715,22,2,38,4,2.6,0,0,7,17,3763.44,4469.085
9,71,2136,17,6,28,4,2.6,0,0,7,18,3763.44,5174.73
9,71,2136,17,6,28,6,3.0,0,0,7,17,3528.225,4704.3
9,71,2138,17,2,28,6,3.0,0,0,7,15,3293.01,3998.655
9,71,2142,28,4,28,4,1.6,0,0,7,25,5174.73,6821.235
9,71,2142,28,4,28,6,1.9,0,0,7,20,4233.87,5880.375
9,71,2142,28,4,38,4,1.6,0,0,7,27,5645.16,7526.88
9,71,2142,28,4,38,6,1.9,0,0,7,22,4704.3,6115.59
9,71,2144,29,6,28,4,1.6,0,0,7,23,4939.515,6115.59
9,71,2144,29,6,38,4,1.6,0,0,7,24,4939.515,6350.805
9,71,2145,28,4,28,4,2.0,0,0,7,23,4939.515,6586.02
9,71,2145,28,4,28,6,2.5,0,0,5,19,3998.655,5409.945
9,71,2145,28,4,38,4,2.0,0,0,7,26,5409.945,7291.665
9,71,2145,28,4,38,6,2.5,0,0,5,20,4233.87,5645.16
9,71,2258,17,6,28,6,4.0,0,0,7,17,3528.225,4704.3
9,71,2258,17,6,38,6,4.0,0,0,7,18,3763.44,4939.515
9,71,2259,17,2,28,6,4.0,0,0,7,16,3293.01,4233.87
9,71,2259,17,2,38,6,4.0,0,0,7,18,3763.44,4939.515
9,71,2394,0,4,28,4,1.8,0,0,7,24,4939.515,6821.235
9,71,2394,0,4,28,4,1.8,0,0,7,23,4939.515,6115.59
9,71,2394,0,4,38,4,1.8,0,0,7,24,5174.73,6586.02
9,71,2394,0,4,38,4,1.8,0,0,7,27,5645.16,7762.095
9,71,2520,29,6,28,2,1.3,1,0,5,18,3763.44,5174.73
9,71,2520,29,6,38,2,1.3,1,0,5,18,3528.225,5409.945
9,74,22,28,6,28,4,2.3,0,0,5,20,4233.87,5645.16
9,74,22,28,6,38,4,2.3,0,0,5,21,4233.87,6115.59
9,74,25,28,6,28,6,2.6,0,0,5,20,4233.87,5409.945
9,74,25,28,6,38,6,2.6,0,0,5,20,3998.655,5880.375
9,74,90,28,6,28,6,3.2,0,0,5,19,3998.655,5174.73
9,74,93,0,6,28,5,2.5,0,0,0,26,5409.945,7056.45
9,74,95,0,6,28,6,3.2,0,0,5,19,3998.655,5174.73
9,74,97,0,6,28,6,2.8,0,0,5,19,3998.655,5409.945
9,74,98,0,2,28,6,3.0,0,0,5,17,3528.225,4469.085
9,74,100,1,6,28,6,3.5,1,0,0,19,4233.87,5174.73
9,74,102,1,6,29,6,3.2,0,0,5,15,3293.01,4233.87
9,74,104,29,6,29,6,3.0,0,0,5,17,3293.01,4939.515
9,74,104,29,6,38,6,3.0,0,0,5,16,3293.01,4939.515
9,74,107,4,6,28,6,3.2,0,0,5,18,3763.44,4704.3
9,74,108,4,2,28,6,3.0,0,0,5,17,3528.225,4469.085
9,74,207,0,6,28,8,4.2,0,0,5,18,3763.44,5174.73
9,74,209,1,6,28,8,4.2,0,0,5,14,3057.795,3998.655
9,74,270,0,6,28,8,5.0,0,0,5,16,3293.01,4233.87
9,74,272,2,6,28,8,5.0,0,0,5,13,2822.58,3763.44
9,74,273,1,6,28,8,5.0,0,0,5,13,2822.58,3763.44
9,74,276,29,6,28,8,5.0,0,0,5,16,3293.01,4469.085
9,74,339,1,6,28,12,6.0,0,0,5,12,2587.365,3528.225
9,74,340,29,6,28,12,6.0,0,0,5,13,2822.58,3763.44
9,75,941,5,4,28,4,1.6,0,0,7,21,4704.3,5645.16
9,75,941,5,4,38,4,1.6,1,0,7,23,4939.515,6115.59
9,75,941,5,4,38,4,1.6,0,0,7,24,5174.73,6586.02
9,75,1150,2,6,28,6,3.8,0,0,7,19,3998.655,5645.16
9,75,1150,2,6,28,8,5.0,0,0,7,18,3528.225,5174.73
9,75,1777,1,6,28,8,4.6,0,0,7,19,3763.44,5645.16
9,75,2752,2,4,28,6,3.0,0,0,7,21,4233.87,6350.805
9,75,2752,2,4,28,6,3.8,0,0,7,20,3998.655,5880.375
9,75,2756,4,4,28,6,3.0,0,0,7,21,4233.87,6350.805
9,75,2756,4,4,28,6,3.8,0,0,7,20,3998.655,5880.375
9,75,3135,0,4,27,4,2.3,0,0,7,21,4469.085,5880.375
9,75,3135,0,4,27,6,3.0,0,0,7,19,4233.87,5174.73
9,75,3135,0,4,38,4,2.3,0,0,7,24,4939.515,7056.45
9,75,3135,0,4,38,6,3.0,0,0,7,21,4469.085,6115.59
9,75,3152,0,4,28,4,1.8,0,0,7,23,4939.515,6350.805
9,75,3152,0,4,28,4,1.9,0,0,7,25,5174.73,7056.45
9,75,3152,0,4,38,4,1.8,0,0,7,25,5409.945,6821.235
9,75,3152,0,4,38,4,1.9,0,0,7,28,5880.375,7762.095
9,75,3153,13,4,28,4,1.9,0,0,7,25,5174.73,7056.45
9,75,3153,13,4,38,4,1.9,0,0,7,28,5880.375,7762.095
9,75,3331,17,4,28,6,3.0,0,0,7,18,3763.44,4939.515
9,75,3332,17,4,28,6,3.0,0,0,7,18,3763.44,4939.515
9,77,86,28,2,38,6,3.0,1,0,5,19,3998.655,5409.945
9,77,86,28,4,28,6,3.0,0,0,5,18,3763.44,5174.73
9,77,86,28,4,38,6,3.0,0,0,5,19,3763.44,5409.945
9,77,1233,0,4,28,6,3.0,0,0,5,18,3763.44,5174.73
9,77,1233,0,4,28,6,3.0,0,0,5,18,3763.44,5409.945
9,77,1235,4,4,28,6,3.0,0,0,5,19,3998.655,5409.945
9,77,1335,28,2,28,4,2.0,1,0,5,18,3763.44,4704.3
9,77,1335,28,2,38,4,2.0,1,0,5,20,4233.87,5409.945
9,77,1335,28,4,28,4,1.8,0,0,7,23,4939.515,6586.02
9,77,1335,28,4,28,4,2.0,1,0,5,19,3998.655,5174.73
9,77,1335,28,4,28,4,2.0,0,0,7,21,4469.085,5880.375
9,77,1335,28,4,38,4,1.8,0,0,7,24,4939.515,6821.235
9,77,1335,28,4,38,4,2.0,1,0,5,21,4469.085,6115.59
9,77,1335,28,4,38,4,2.0,0,0,7,22,4469.085,6115.59
9,77,1452,4,2,28,4,2.4,0,0,7,19,3998.655,5174.73
9,77,1452,4,2,38,4,2.4,0,0,7,19,3998.655,5174.73
9,77,1452,4,4,28,4,2.4,0,0,7,20,4233.87,5645.16
9,77,1452,4,4,38,4,2.4,0,0,7,21,4469.085,6115.59
9,77,1453,4,2,28,4,1.8,0,0,7,20,4233.87,5409.945
9,77,1453,4,2,28,4,2.4,0,0,7,19,3998.655,5174.73
9,77,1453,4,2,38,4,1.8,0,0,7,21,4469.085,5645.16
9,77,1453,4,2,38,4,2.4,0,0,7,19,3998.655,5174.73
9,77,1453,4,4,28,4,1.8,0,0,7,23,4939.515,6115.59
9,77,1453,4,4,28,4,2.4,0,0,7,20,4233.87,5645.16
9,77,1453,4,4,38,4,1.8,0,0,7,23,4939.515,6115.59
9,77,1453,4,4,38,4,2.4,0,0,7,21,4469.085,6115.59
9,77,1735,0,4,28,4,2.0,0,0,7,21,4233.87,6115.59
9,77,1735,0,4,38,4,2.0,0,0,5,20,4233.87,5645.16
9,77,1735,0,4,38,4,2.0,0,0,7,22,4469.085,6350.805
9,77,2197,28,4,27,4,1.5,0,0,7,27,5880.375,7056.45
9,77,2197,28,4,28,4,1.8,0,0,7,26,5409.945,7291.665
9,77,2197,28,4,38,4,1.5,0,0,7,31,6586.02,8467.74
9,77,2197,28,4,38,4,1.8,0,0,7,26,5409.945,7291.665
9,77,2213,17,2,28,6,3.0,0,0,7,15,3293.01,3998.655
9,77,2213,17,2,38,6,3.0,0,0,7,15,3293.01,3998.655
9,77,2386,0,4,28,4,1.5,0,0,7,26,5645.16,6821.235
9,77,2386,0,4,36,4,1.5,0,0,7,27,5880.375,7056.45
9,77,3203,8,6,28,4,2.4,0,0,7,19,3998.655,4939.515
9,77,3203,8,6,38,4,2.4,0,0,7,19,3998.655,5174.73
9,77,3206,22,2,28,4,2.4,0,0,7,17,3763.44,4469.085
9,77,3206,22,2,38,4,2.4,0,0,7,18,3998.655,4704.3
9,77,3206,22,2,38,6,3.0,0,0,7,17,3528.225,4704.3
9,80,65,5,6,28,4,2.4,0,0,5,20,4233.87,5645.16
9,80,65,5,6,38,4,2.4,0,0,5,22,4469.085,6115.59
9,80,110,29,6,28,6,3.0,0,0,5,18,3763.44,5174.73
9,80,110,29,6,28,6,3.0,1,0,5,18,3763.44,5174.73
9,80,110,29,6,38,6,3.0,0,0,5,18,3763.44,5174.73
9,80,110,29,6,38,6,3.0,1,0,5,18,3763.44,5174.73
9,80,111,28,6,28,6,3.0,0,0,5,18,3763.44,5174.73
9,80,111,28,6,38,6,3.0,0,0,5,18,3763.44,5174.73
9,80,628,0,4,28,4,2.4,0,0,7,21,4233.87,6115.59
9,80,628,0,4,38,4,2.4,0,0,7,23,4939.515,6350.805
9,80,2176,2,4,28,6,3.0,0,0,5,19,3998.655,5409.945
9,80,2176,2,4,28,6,3.0,0,0,5,19,3998.655,5645.16
9,80,2176,2,4,38,6,3.0,0,0,5,20,4233.87,5645.16
9,80,2247,5,4,28,4,1.6,0,0,7,27,5409.945,7762.095
9,80,2247,5,4,28,4,2.0,0,0,7,22,4469.085,6115.59
9,80,2247,5,4,38,4,1.6,0,0,7,28,5645.16,7997.31
9,80,2247,5,4,38,4,2.0,0,0,7,23,4704.3,6586.02
9,80,2351,17,6,28,6,3.0,0,0,7,16,3528.225,4469.085
9,80,2351,17,6,38,6,3.0,0,0,7,15,3293.01,3998.655
9,80,2352,17,2,28,6,3.0,0,0,7,15,3293.01,3998.655
9,80,2352,17,2,38,6,3.0,0,0,7,15,3293.01,3998.655
9,80,2460,17,4,28,6,3.0,0,0,7,18,3763.44,4939.515
9,80,2841,28,4,28,4,1.6,0,0,7,27,5409.945,7526.88
9,80,2841,28,4,28,4,2.0,0,0,7,23,4939.515,6350.805
9,80,2841,28,4,38,4,1.6,0,0,7,29,5880.375,8232.525
9,80,2841,28,4,38,4,2.0,0,0,7,24,4939.515,6821.235
9,80,3203,8,6,28,4,2.4,0,0,7,20,4233.87,5645.16
9,80,3203,8,6,28,6,3.0,0,0,7,18,3763.44,5174.73
9,80,3203,8,6,38,4,2.4,0,0,7,22,4939.515,5880.375
9,80,3203,8,6,38,6,3.0,0,0,7,18,3998.655,4939.515
9,80,3206,22,2,28,6,3.0,0,0,7,15,3293.01,3998.655
9,80,3206,22,2,38,4,2.4,0,0,7,18,3763.44,4704.3
9,80,3206,22,2,38,6,3.0,0,0,7,15,3293.01,4233.87
9,81,595,0,4,27,4,2.3,0,0,7,22,4469.085,6115.59
9,81,595,0,4,27,4,2.3,0,0,7,23,4469.085,6821.235
9,81,595,0,4,27,6,3.3,0,0,7,21,4233.87,6115.59
9,81,595,0,4,38,4,2.3,0,0,5,20,3998.655,6115.59
9,81,595,0,4,38,4,2.3,0,0,7,24,4939.515,7526.88
9,81,595,0,4,38,4,2.3,0,0,5,21,4233.87,6350.805
9,81,767,17,2,28,6,4.3,0,0,5,16,3293.01,4704.3
9,81,1185,2,4,27,4,2.2,0,0,7,23,4939.515,6586.02
9,81,1185,2,4,27,6,3.3,0,0,7,19,3998.655,5645.16
9,81,1185,2,4,28,6,3.3,0,0,7,21,4233.87,6115.59
9,81,1186,4,4,27,4,2.2,0,0,7,21,4233.87,6115.59
9,81,1186,4,4,27,6,3.3,0,0,7,19,3998.655,5645.16
9,81,1186,4,4,28,6,3.3,0,0,7,21,4233.87,6115.59
9,81,1188,2,4,27,6,3.1,0,0,7,20,3998.655,5880.375
9,81,1188,2,4,28,6,3.1,0,0,7,20,3998.655,6350.805
9,81,1188,2,4,28,6,3.4,0,0,7,18,3528.225,5645.16
9,81,1188,2,4,38,6,3.4,0,0,7,18,3528.225,5645.16
9,81,1343,1,4,28,6,3.8,0,0,7,20,3998.655,6115.59
9,81,2286,1,4,28,6,3.8,0,0,7,20,3998.655,5880.375
9,81,2286,1,4,28,6,3.8,0,1,5,18,3528.225,5880.375
9,81,2905,17,4,27,6,3.1,0,0,7,18,3763.44,4939.515
9,81,2905,17,4,28,6,3.8,0,0,7,18,3528.225,5409.945
9,81,3137,2,4,28,6,3.8,0,0,7,20,3998.655,5880.375
9,85,2600,29,6,38,8,4.9,0,0,7,15,3057.795,4939.515
9,83,2339,17,2,28,6,4.3,1,0,5,14,3057.795,3998.655
9,90,588,2,4,27,4,2.5,0,0,7,21,4469.085,5645.16
9,90,588,2,4,27,4,2.5,0,0,7,23,4939.515,6115.59
9,90,588,2,4,27,6,3.0,0,0,7,20,4233.87,5645.16
9,90,588,2,4,28,6,3.0,0,0,7,21,4233.87,6115.59
9,90,588,2,4,38,4,2.5,0,0,7,25,5174.73,6821.235
9,90,1063,28,4,27,4,1.5,0,0,7,27,5880.375,7056.45
9,90,1063,28,4,28,4,1.8,0,0,7,26,5409.945,7291.665
9,90,1063,28,4,38,4,1.5,0,0,7,31,6586.02,8467.74
9,90,1063,28,4,38,4,1.8,0,0,7,26,5409.945,7291.665
9,90,1064,4,2,28,4,1.8,0,0,7,20,4233.87,5409.945
9,90,1064,4,2,28,4,2.4,0,0,7,19,3998.655,5174.73
9,90,1064,4,2,38,4,1.8,0,0,7,21,4469.085,5645.16
9,90,1064,4,2,38,4,2.4,0,0,7,19,3998.655,5174.73
9,90,1064,4,4,28,4,1.8,0,0,7,23,4939.515,6115.59
9,90,1064,4,4,28,4,2.4,0,0,7,20,4233.87,5645.16
9,90,1064,4,4,38,4,1.8,0,0,7,23,4939.515,6115.59
9,90,1064,4,4,38,4,2.4,0,0,7,21,4469.085,6115.59
9,90,1998,28,2,28,4,2.0,1,0,5,18,3763.44,4704.3
9,90,1998,28,2,38,4,2.0,1,0,5,20,4233.87,5409.945
9,90,1998,28,4,28,4,1.8,0,0,7,23,4939.515,6586.02
9,90,1998,28,4,28,4,2.0,1,0,5,19,3998.655,5174.73
9,90,1998,28,4,28,4,2.0,0,0,7,21,4469.085,5880.375
9,90,1998,28,4,38,4,1.8,0,0,7,24,4939.515,6821.235
9,90,1998,28,4,38,4,2.0,0,0,7,22,4469.085,6115.59
9,90,1998,28,4,38,4,2.0,1,0,5,21,4469.085,6115.59
9,90,3042,0,4,27,4,2.2,0,0,7,23,4939.515,6115.59
9,90,3042,0,4,27,4,2.5,0,0,7,23,4939.515,6115.59
9,90,3042,0,4,28,6,3.0,0,0,7,21,4233.87,6115.59
9,90,3042,0,4,38,4,2.2,0,0,7,26,5409.945,6821.235
9,90,3042,0,4,38,4,2.5,0,0,7,25,5174.73,6821.235
9,90,3042,0,4,38,6,3.0,0,0,7,20,3998.655,6115.59
9,90,3352,17,4,27,4,2.5,0,0,7,20,4233.87,5645.16
9,90,3352,17,4,27,6,3.0,0,0,7,19,3998.655,5174.73
9,90,3352,17,4,28,6,3.3,0,0,7,18,3763.44,5174.73
9,90,3352,17,4,38,4,2.5,0,0,7,21,4233.87,6586.02
9,90,3353,17,2,28,6,3.3,0,0,7,17,3528.225,4704.3
9,91,757,1,4,28,6,3.8,0,1,5,18,3528.225,5409.945
9,91,757,1,4,28,6,3.8,0,0,7,20,3998.655,6115.59
9,91,1568,28,6,28,6,3.4,0,0,7,20,3998.655,6115.59
9,91,1568,28,6,28,8,5.7,0,0,5,18,3528.225,5174.73
