Year,Make,Transmission,Engine Cylinders,Turbocharger,Fuel Type,MPG,City Fuel Consumption,Highway Fuel Consumption
2,38,38,4,0,7,22,4704.3,6115.59
2,38,38,6,0,7,17,3528.225,4939.515
2,38,28,4,0,7,19,3998.655,5174.73
2,38,28,6,0,7,16,3293.01,4469.085
2,38,36,4,0,7,21,4469.085,5409.945
2,38,36,6,0,7,16,3528.225,4469.085
2,38,38,4,0,7,20,4233.87,5645.16
2,38,38,6,0,7,17,3528.225,4704.3
2,38,28,4,0,7,20,4233.87,5645.16
2,38,28,6,0,7,16,3293.01,4469.085
2,38,36,4,0,7,21,4469.085,5409.945
2,38,36,6,0,7,17,3528.225,4704.3
2,38,38,4,0,7,21,4233.87,5645.16
2,38,38,6,0,7,18,3528.225,5174.73
2,45,28,4,0,7,23,4939.515,6350.805
2,45,28,4,0,7,23,4939.515,6115.59
2,45,38,4,0,7,26,5409.945,7056.45
2,45,38,4,0,7,24,5174.73,6586.02
2,45,28,4,0,7,26,5645.16,6821.235
2,45,38,4,0,7,28,6115.59,7526.88
2,45,38,4,0,7,27,6115.59,7056.45
2,45,28,4,0,7,28,5880.375,7526.88
2,45,38,4,0,7,29,6115.59,7762.095
2,45,38,4,0,7,27,6115.59,7056.45
2,45,28,4,0,7,26,5645.16,6821.235
2,45,38,4,0,7,28,6115.59,7526.88
2,45,38,4,0,7,24,5174.73,6115.59
2,45,28,4,0,7,23,4939.515,6350.805
2,45,28,4,0,7,23,4939.515,6115.59
2,45,38,4,0,7,24,4939.515,6821.235
2,45,38,4,0,7,24,5174.73,6586.02
2,47,27,4,0,7,24,5409.945,6115.59
2,47,36,4,0,7,26,5645.16,6586.02
2,47,38,4,0,7,27,5880.375,7291.665
2,52,27,4,0,7,29,6350.805,7291.665
2,52,28,4,0,7,20,4233.87,5174.73
2,52,28,4,0,7,21,4469.085,5409.945
2,52,28,4,1,7,20,4233.87,5409.945
2,52,38,4,0,7,21,4233.87,5880.375
2,52,38,4,0,7,22,4469.085,6115.59
2,52,38,4,1,7,20,4233.87,5409.945
2,52,27,4,0,0,24,5409.945,5645.16
2,52,27,4,0,7,20,4233.87,5174.73
2,52,36,4,0,7,23,4939.515,6115.59
2,52,36,4,0,7,25,5174.73,6821.235
2,52,38,4,1,0,28,6115.59,7056.45
2,52,38,4,0,0,29,6350.805,7762.095
2,52,38,4,0,7,21,4469.085,5645.16
2,52,38,4,1,0,24,5409.945,5880.375
2,52,38,4,0,7,19,3998.655,5174.73
2,52,38,4,1,0,25,5645.16,6115.59
2,52,38,4,0,7,17,3763.44,4704.3
2,55,27,6,0,7,15,3293.01,3998.655
2,55,27,12,0,7,13,2587.365,3763.44
2,56,27,4,0,7,19,4233.87,4939.515
2,56,27,6,0,7,16,3528.225,4233.87
2,56,36,4,0,7,23,4939.515,5880.375
2,56,36,4,0,7,19,4233.87,5174.73
2,56,38,4,1,0,26,5645.16,6821.235
2,56,38,4,0,7,21,4469.085,5645.16
2,56,38,6,0,7,17,3528.225,4704.3
2,56,27,4,0,7,18,3998.655,4704.3
2,56,27,6,0,7,16,3528.225,3998.655
2,56,36,4,0,7,21,4469.085,5645.16
2,56,36,4,0,7,18,3998.655,4939.515
2,56,38,4,1,0,25,5645.16,6115.59
2,56,38,4,0,7,20,4233.87,5409.945
2,56,38,6,0,7,17,3528.225,4704.3
2,56,27,6,0,7,15,3528.225,3998.655
2,56,36,4,0,7,18,3998.655,4469.085
2,56,36,6,0,7,16,3528.225,4233.87
2,56,38,4,0,7,17,3763.44,3998.655
2,56,38,6,0,7,17,3528.225,4704.3
2,56,27,4,0,7,19,4233.87,4939.515
2,56,27,6,0,7,16,3528.225,4233.87
2,56,36,4,0,7,23,4939.515,5880.375
2,56,36,4,0,7,19,4233.87,5174.73
2,56,38,4,1,0,26,5645.16,6821.235
2,56,38,4,0,7,21,4469.085,5645.16
2,56,38,6,0,7,17,3528.225,4704.3
2,56,27,4,0,7,18,3998.655,4704.3
2,56,27,6,0,7,16,3528.225,3998.655
2,56,36,4,0,7,21,4469.085,5645.16
2,56,36,4,0,7,18,3998.655,4939.515
2,56,38,4,1,0,25,5645.16,6115.59
2,56,38,4,0,7,20,4233.87,5409.945
2,56,38,6,0,7,17,3528.225,4704.3
2,56,27,6,0,7,14,3293.01,3763.44
2,56,27,8,0,7,11,2352.15,2822.58
2,56,36,6,0,7,15,3057.795,3998.655
2,56,27,6,0,7,16,3528.225,3998.655
2,56,27,8,0,7,11,2352.15,2822.58
2,56,36,6,0,7,15,3057.795,3998.655
2,56,27,8,0,7,11,2352.15,2822.58
2,56,27,6,0,7,15,3528.225,3998.655
2,56,36,6,0,7,16,3528.225,4233.87
2,56,38,6,0,7,17,3528.225,4704.3
2,59,28,6,0,7,17,3763.44,4704.3
2,60,38,12,0,5,7,1411.29,2352.15
2,63,28,8,0,7,19,3763.44,5645.16
2,63,28,8,0,7,19,3763.44,5645.16
2,63,28,8,0,7,19,3763.44,5645.16
2,64,27,4,0,7,16,3763.44,3998.655
2,69,27,6,0,7,13,2822.58,3293.01
2,69,27,6,0,7,13,2822.58,3293.01
2,69,27,6,0,7,13,2822.58,3293.01
2,69,27,8,0,7,8,1646.505,2352.15
2,71,27,4,0,7,24,5174.73,6586.02
2,71,36,4,0,7,25,5409.945,6350.805
2,71,38,4,0,7,27,5645.16,7291.665
2,71,27,4,0,7,23,4939.515,6115.59
2,71,38,4,0,7,25,5409.945,6821.235
2,71,38,4,1,7,22,4469.085,6115.59
2,71,36,4,0,7,21,4469.085,5645.16
2,71,38,4,0,7,21,4469.085,5645.16
2,71,27,4,0,7,20,4469.085,4939.515
2,71,36,4,0,7,24,5174.73,6115.59
2,71,38,4,0,7,24,5174.73,6350.805
2,71,28,2,0,7,18,3528.225,5174.73
2,74,28,4,0,7,19,4233.87,4939.515
2,74,28,4,0,5,20,4233.87,5174.73
2,74,28,5,0,0,28,6115.59,7291.665
2,74,38,4,0,7,20,3998.655,5645.16
2,74,38,4,0,5,19,3763.44,5645.16
2,74,38,5,0,0,28,5880.375,7997.31
2,74,28,6,0,5,18,3763.44,4704.3
2,74,38,6,0,5,19,3763.44,5409.945
2,74,28,6,0,0,22,4939.515,5645.16
2,74,28,8,0,5,15,3293.01,3998.655
2,74,28,8,0,5,13,2822.58,3528.225
2,74,28,8,0,5,13,2822.58,3528.225
2,74,28,8,0,5,14,2822.58,3763.44
2,75,27,4,0,7,20,4233.87,5409.945
2,75,27,6,0,7,19,3998.655,5174.73
2,75,28,8,0,7,18,3528.225,5645.16
2,75,36,4,0,7,23,4939.515,6115.59
2,75,38,8,0,7,18,3528.225,5409.945
2,75,27,4,1,7,18,3763.44,4704.3
2,75,27,6,0,7,18,3998.655,4939.515
2,75,28,6,0,7,19,3998.655,5645.16
2,75,28,8,0,7,19,3763.44,5645.16
2,75,38,4,1,7,20,4233.87,5645.16
2,75,28,8,0,7,19,3763.44,5645.16
2,75,28,8,0,7,19,3763.44,5645.16
2,75,27,4,0,7,23,4939.515,6115.59
2,75,27,4,0,7,22,4469.085,6115.59
2,75,36,4,0,7,29,6115.59,8232.525
2,75,38,4,0,7,26,5409.945,7291.665
2,75,38,4,0,7,24,4939.515,6821.235
2,75,27,4,0,7,24,5174.73,6115.59
2,75,36,4,0,7,29,6115.59,8232.525
2,75,38,4,0,7,26,5409.945,7291.665
2,75,27,4,0,7,20,4233.87,5409.945
2,75,27,6,0,7,18,3998.655,4939.515
2,75,27,6,0,7,18,3998.655,4939.515
2,75,27,4,0,7,20,4233.87,5645.16
2,75,28,6,0,7,20,4233.87,6115.59
2,75,28,6,0,7,20,4233.87,6115.59
2,75,28,6,0,7,19,3763.44,5409.945
2,75,27,4,0,7,23,4939.515,6115.59
2,75,38,4,0,7,25,5174.73,7056.45
2,75,38,4,0,7,23,4704.3,6586.02
2,76,27,4,1,7,18,3763.44,4704.3
2,76,38,4,1,7,19,3998.655,5174.73
2,77,27,4,0,7,22,4939.515,5645.16
2,77,38,4,1,5,22,4469.085,6115.59
2,77,38,4,0,7,25,5174.73,6821.235
2,77,28,4,0,7,20,4233.87,5645.16
2,77,27,4,0,7,27,5880.375,6821.235
2,77,27,4,1,5,22,4939.515,5645.16
2,77,38,4,0,7,31,6586.02,8232.525
2,77,38,4,1,5,24,4939.515,6586.02
2,77,27,4,0,7,16,3528.225,3763.44
2,77,38,4,0,7,17,3763.44,4233.87
2,77,27,4,0,7,21,4704.3,5174.73
2,77,28,4,1,5,19,3998.655,5174.73
2,77,38,4,1,5,18,3763.44,5174.73
2,77,27,4,0,7,22,4939.515,5645.16
2,77,38,4,1,5,22,4469.085,6115.59
2,77,38,4,0,7,24,4939.515,6821.235
2,77,27,4,0,7,21,4469.085,5174.73
2,77,36,4,0,7,22,4939.515,5645.16
2,77,38,4,0,7,22,4939.515,5645.16
2,77,38,4,0,7,20,4233.87,5409.945
2,77,38,4,0,7,19,4233.87,4939.515
2,80,28,4,0,7,22,4469.085,6115.59
2,80,38,4,1,7,21,4469.085,5645.16
2,80,38,4,0,7,21,4469.085,5645.16
2,80,28,6,0,7,19,3763.44,5409.945
2,80,28,6,1,7,18,3528.225,5409.945
2,80,38,6,1,7,19,3763.44,5409.945
2,80,38,6,0,7,19,3763.44,5645.16
2,80,28,6,0,7,18,3528.225,5409.945
2,80,38,6,0,7,19,3763.44,5645.16
2,80,28,6,0,7,18,3763.44,5174.73
2,80,38,6,0,7,19,3998.655,5645.16
2,80,28,6,0,7,18,3763.44,5174.73
2,80,27,4,0,7,25,5409.945,6350.805
2,80,38,4,0,7,30,6350.805,8232.525
2,80,27,4,0,7,25,5409.945,6350.805
2,80,38,4,0,7,30,6350.805,8232.525
2,80,27,4,0,7,25,5409.945,6350.805
2,80,38,4,0,7,30,6350.805,8232.525
2,80,27,4,0,7,21,4704.3,5645.16
2,80,38,4,0,7,25,5409.945,7056.45
2,80,28,4,0,7,20,4233.87,5409.945
2,80,38,4,0,7,23,4939.515,6115.59
2,80,28,4,0,7,18,3998.655,4704.3
2,80,38,4,0,7,19,4233.87,5174.73
2,80,27,4,0,7,19,4233.87,4704.3
2,80,38,4,0,7,25,5409.945,6821.235
2,80,38,4,0,7,21,4469.085,5645.16
2,80,38,4,0,0,27,6115.59,7056.45
2,80,28,4,0,7,20,4233.87,5409.945
2,80,28,6,0,7,18,3763.44,4704.3
2,80,38,4,0,7,20,4233.87,5409.945
2,80,38,6,0,7,18,3528.225,5174.73
2,80,38,4,0,7,18,3998.655,4704.3
2,80,38,4,0,7,18,3763.44,4704.3
2,80,38,4,0,7,17,3763.44,4469.085
2,80,38,6,0,7,16,3528.225,4469.085
2,80,28,6,0,7,11,2587.365,2587.365
2,80,38,4,0,7,14,3293.01,3293.01
2,80,38,6,0,7,13,3057.795,3293.01
2,81,27,4,0,7,23,4704.3,6821.235
2,81,27,6,0,7,20,3998.655,5880.375
2,81,38,4,0,7,24,4939.515,7291.665
2,81,28,8,0,7,17,3528.225,5174.73
2,81,27,4,0,7,23,4469.085,6821.235
2,81,27,6,0,7,19,3998.655,5645.16
2,81,27,6,0,7,19,3763.44,5409.945
2,81,28,6,0,7,20,4233.87,6115.59
2,81,28,6,0,7,20,3998.655,6115.59
2,81,28,6,0,7,20,3998.655,6350.805
2,81,27,4,0,7,21,4469.085,6115.59
2,81,27,6,0,7,19,3998.655,5409.945
2,81,27,6,0,7,18,3763.44,5174.73
2,81,28,6,0,7,19,3998.655,5409.945
2,81,28,6,0,7,19,3763.44,5645.16
2,81,27,6,0,7,18,3763.44,5174.73
2,81,27,8,0,7,17,3528.225,4939.515
2,81,28,8,0,7,19,3763.44,5409.945
2,81,28,6,0,7,19,3763.44,5645.16
2,81,28,6,0,7,20,3998.655,6350.805
2,81,27,4,0,7,24,4939.515,6586.02
2,81,27,4,1,5,20,4233.87,5645.16
2,81,27,4,0,7,22,4704.3,6115.59
2,81,27,6,0,7,19,3998.655,5174.73
2,81,36,4,1,5,21,4469.085,6115.59
2,81,36,4,0,7,25,5174.73,6821.235
2,81,36,6,0,7,19,3998.655,5645.16
2,81,38,4,0,7,27,5409.945,7997.31
2,81,27,4,0,7,24,4939.515,6586.02
2,81,27,4,0,7,22,4704.3,6115.59
2,81,27,6,0,7,19,3763.44,5409.945
2,81,36,4,0,7,25,5174.73,6821.235
2,81,36,6,0,7,19,3998.655,5409.945
2,81,38,4,0,7,27,5409.945,7997.31
2,81,28,6,0,7,20,3998.655,6350.805
2,81,28,6,0,7,20,3998.655,6350.805
2,87,27,4,0,7,20,4469.085,5174.73
2,87,36,4,0,7,21,4469.085,5645.16
2,88,28,4,0,7,19,4233.87,5174.73
2,88,28,4,0,5,18,3998.655,4704.3
2,88,28,4,1,0,22,4939.515,5645.16
2,88,38,4,0,7,19,4233.87,5174.73
2,88,38,4,0,5,19,3998.655,5174.73
2,88,38,4,1,0,26,5645.16,7056.45
2,88,28,4,0,7,19,4233.87,5174.73
2,88,28,4,0,5,18,3998.655,4704.3
2,88,28,4,1,0,22,4939.515,5645.16
2,88,38,4,0,7,19,4233.87,5174.73
2,90,27,4,1,5,19,4233.87,5174.73
2,90,27,4,0,7,22,4939.515,5645.16
2,90,27,4,0,7,21,4704.3,5409.945
2,90,27,4,0,7,27,5880.375,6821.235
2,90,27,4,1,5,22,4939.515,5645.16
2,90,38,4,0,7,31,6586.02,8232.525
2,90,38,4,1,5,24,4939.515,6586.02
2,90,27,4,0,7,21,4704.3,5174.73
2,90,38,4,0,7,23,4939.515,6115.59
2,90,38,4,0,7,19,3998.655,5409.945
2,90,28,4,1,5,19,3998.655,5174.73
2,90,38,4,1,5,18,3763.44,5174.73
2,90,27,8,0,5,16,3528.225,4704.3
2,90,27,8,0,7,15,3293.01,3763.44
2,90,27,8,0,7,12,2587.365,3293.01
2,90,27,4,0,7,23,4939.515,6115.59
2,90,36,4,0,7,30,6115.59,8232.525
2,90,36,4,0,7,27,5645.16,7056.45
2,90,38,4,0,7,26,5409.945,7526.88
2,90,27,4,0,7,23,4939.515,6115.59
2,90,27,4,0,7,22,4939.515,5645.16
2,90,27,4,0,7,21,4704.3,5645.16
2,90,27,4,0,7,19,4233.87,5174.73
2,90,38,4,0,7,26,5174.73,7526.88
2,90,27,4,0,7,22,4939.515,5645.16
2,90,27,4,0,7,21,4704.3,5409.945
2,90,38,4,0,7,26,5174.73,7526.88
2,90,27,4,0,7,24,4939.515,6350.805
2,90,36,4,0,7,30,6115.59,8232.525
2,90,36,4,0,7,27,5645.16,7056.45
2,90,38,4,0,7,26,5409.945,7526.88
2,90,38,4,0,5,22,4469.085,6350.805
2,90,27,4,0,7,19,4233.87,4939.515
2,90,27,4,0,7,18,3998.655,4704.3
2,90,38,4,0,7,21,4233.87,5880.375
2,91,27,4,0,7,24,5174.73,6586.02
2,91,36,4,0,7,27,5645.16,7291.665
2,91,38,4,0,7,26,5409.945,7291.665
2,91,27,4,0,7,23,4469.085,6821.235
2,91,27,6,0,7,19,3998.655,5645.16
2,91,27,6,0,7,18,3763.44,5174.73
2,91,28,6,0,7,20,4233.87,6115.59
2,91,28,6,0,7,19,3763.44,5645.16
2,91,27,4,0,7,21,4469.085,6115.59
2,91,27,6,0,7,19,3998.655,5409.945
2,91,27,6,0,7,18,3763.44,5174.73
2,91,28,6,0,7,19,3998.655,5409.945
2,91,28,6,0,7,19,3763.44,5645.16
2,91,27,6,0,7,18,3763.44,5174.73
2,91,27,6,0,7,18,3763.44,5174.73
2,91,28,6,0,7,19,3763.44,5645.16
2,91,28,8,0,7,18,3528.225,5409.945
2,91,27,4,0,7,25,5174.73,6821.235
2,91,27,6,0,7,19,3763.44,5409.945
2,91,36,6,0,7,20,3998.655,5645.16
2,91,38,4,0,7,25,4939.515,7526.88
2,91,38,6,0,7,19,3763.44,5880.375
2,91,28,6,0,7,20,3998.655,5880.375
2,91,28,8,0,7,18,3528.225,5409.945
2,91,38,4,0,7,24,4939.515,6821.235
2,91,38,6,0,7,18,3528.225,5645.16
2,91,38,8,0,7,18,3528.225,5645.16
2,91,27,4,0,7,23,4704.3,6821.235
2,91,27,6,0,7,20,3998.655,5880.375
2,91,38,4,0,7,24,4704.3,7291.665
2,91,27,6,0,7,18,3763.44,5174.73
2,91,27,6,0,7,18,3763.44,5174.73
2,91,28,6,0,7,19,3763.44,5645.16
2,91,28,8,0,7,18,3528.225,5409.945
2,91,27,6,0,7,18,3763.44,5174.73
2,91,28,6,0,7,19,3763.44,5409.945
2,91,28,8,0,7,18,3528.225,5409.945
2,91,28,8,0,7,19,3763.44,5409.945
2,91,28,8,0,7,16,3293.01,4704.3
2,91,28,8,0,7,17,3528.225,5174.73
2,91,27,4,0,7,24,4939.515,6586.02
2,91,27,4,1,5,20,4233.87,5645.16
2,91,36,4,1,5,21,4469.085,6115.59
2,91,36,4,0,7,25,5174.73,6821.235
2,91,38,4,0,7,27,5409.945,7997.31
2,91,27,4,1,5,20,4233.87,5645.16
2,91,27,4,0,7,24,4939.515,6350.805
2,91,36,4,1,5,21,4469.085,6115.59
2,91,38,4,0,7,26,5409.945,7526.88
2,91,27,4,0,7,24,4939.515,6586.02
2,91,36,4,0,7,25,5174.73,6821.235
2,91,38,4,0,7,27,5409.945,7997.31
2,91,27,4,0,7,29,6350.805,7291.665
2,92,36,6,1,5,17,3528.225,4704.3
2,92,38,6,0,7,18,3528.225,5409.945
2,92,27,4,0,7,19,3998.655,5174.73
2,92,38,4,0,7,20,4233.87,5880.375
2,92,38,4,1,5,20,3998.655,5645.16
2,92,28,8,0,5,17,3528.225,4939.515
2,92,38,8,0,5,17,3528.225,5174.73
2,97,27,4,0,7,19,4233.87,5174.73
2,97,38,4,0,7,23,4704.3,6586.02
2,97,27,4,0,7,20,4469.085,5174.73
2,97,38,4,0,7,26,5409.945,6821.235
2,97,27,4,0,7,25,5409.945,6350.805
2,97,27,4,0,7,23,4939.515,6115.59
2,97,36,4,0,7,30,6350.805,8232.525
2,97,38,4,0,7,31,6586.02,8232.525
2,97,38,4,0,7,29,6115.59,7762.095
2,97,27,4,0,7,19,4233.87,5174.73
2,97,38,4,0,7,23,4704.3,6586.02
2,98,27,8,0,7,8,1646.505,2352.15
2,98,27,8,0,7,8,1646.505,2352.15
2,98,27,8,0,7,9,1881.72,2352.15
2,98,27,8,0,7,8,1646.505,2116.935
2,103,27,4,1,7,18,3763.44,4704.3
2,103,27,4,0,7,18,3998.655,4939.515
2,103,38,4,0,7,19,4233.87,5174.73
2,103,38,4,1,7,20,4233.87,5645.16
2,103,38,4,0,7,21,4469.085,6115.59
2,103,38,4,1,7,21,4469.085,6115.59
2,111,38,4,1,7,23,4939.515,6350.805
2,111,36,4,0,7,23,4939.515,6115.59
2,111,27,4,0,7,22,4939.515,5409.945
2,111,36,4,0,7,29,6115.59,7762.095
2,111,38,4,0,7,26,5645.16,6821.235
2,111,38,4,0,7,25,5409.945,6821.235
2,111,36,4,0,7,23,4939.515,6115.59
2,111,27,4,1,7,21,4704.3,5409.945
2,111,27,4,0,7,23,5174.73,5645.16
2,111,38,4,0,7,25,5409.945,6821.235
2,111,38,4,1,7,24,5174.73,6586.02
2,111,27,4,0,7,20,4469.085,5174.73
2,111,27,4,0,7,21,4469.085,5174.73
2,111,27,4,1,7,20,4469.085,5174.73
2,111,38,4,0,7,22,4469.085,6115.59
2,111,38,4,0,7,23,4939.515,6115.59
2,111,38,4,1,7,23,4939.515,6115.59
2,111,27,4,1,7,21,4704.3,5409.945
2,111,27,4,0,7,23,5174.73,5645.16
2,111,38,4,0,7,25,5409.945,6586.02
2,111,38,4,1,7,24,5174.73,6586.02
2,111,27,4,0,7,21,4469.085,5174.73
2,111,27,4,0,7,20,4469.085,5174.73
2,111,27,4,1,7,20,4469.085,5174.73
2,111,38,4,0,7,23,4939.515,6115.59
2,111,38,4,0,7,22,4469.085,6115.59
2,111,38,4,1,7,22,4939.515,5880.375
2,111,27,4,1,7,21,4704.3,5409.945
2,111,27,4,0,7,23,4939.515,5645.16
2,111,38,4,1,7,24,5174.73,6586.02
2,111,38,4,0,7,25,5174.73,6821.235
2,111,27,4,1,7,20,4469.085,5174.73
2,111,38,4,1,7,22,4939.515,5880.375
2,111,38,4,0,7,25,5174.73,6821.235
2,113,38,4,0,7,25,5409.945,6350.805
2,113,38,4,0,7,25,5409.945,6350.805
2,116,28,8,0,7,12,2587.365,3293.01
2,116,28,8,0,7,12,2587.365,3293.01
2,116,28,8,0,7,12,2587.365,3293.01
2,116,28,8,0,7,12,2587.365,3293.01
2,117,28,4,0,7,21,4704.3,5409.945
2,117,38,4,0,7,23,4939.515,6115.59
2,117,28,4,1,7,16,3528.225,3998.655
2,117,28,4,0,7,18,3998.655,4704.3
2,117,38,4,0,7,19,4233.87,5174.73
2,117,28,4,0,7,12,2822.58,2822.58
2,117,36,4,0,7,14,3293.01,3528.225
2,117,28,4,1,0,29,6115.59,7762.095
2,117,28,4,0,7,25,5409.945,6821.235
2,117,38,4,0,7,27,5645.16,7291.665
2,117,28,4,0,7,20,4469.085,5174.73
2,117,38,4,0,7,20,4469.085,5174.73
2,117,28,4,0,7,22,4704.3,6115.59
2,117,28,4,0,7,24,5174.73,6586.02
2,117,38,4,0,7,22,4704.3,6115.59
2,117,38,4,0,7,24,5174.73,6586.02
2,117,28,6,0,5,19,3998.655,5174.73
2,117,38,6,0,5,18,3763.44,4704.3
2,117,27,4,0,7,26,5645.16,7056.45
2,117,28,4,0,7,27,5645.16,7526.88
2,117,38,4,0,7,29,6115.59,7997.31
2,117,28,4,0,7,26,5409.945,7056.45
2,117,38,4,0,7,27,5645.16,7056.45
2,117,38,4,0,7,25,5409.945,6586.02
2,117,28,6,0,5,18,3998.655,4939.515
2,117,38,6,0,5,19,3998.655,5174.73
2,117,28,6,0,5,18,3998.655,4939.515
2,117,36,6,0,7,11,2352.15,2822.58
2,117,28,4,0,7,25,5174.73,6821.235
2,117,38,4,0,7,25,5409.945,6586.02
2,117,28,6,0,5,18,3763.44,4939.515
2,117,38,6,0,5,17,3528.225,4939.515
2,117,27,4,0,7,27,6115.59,6821.235
2,117,38,4,0,7,29,6115.59,7997.31
2,117,27,4,0,7,26,5645.16,6586.02
2,117,38,4,0,7,29,6115.59,7762.095
2,117,27,4,0,7,22,4939.515,5409.945
2,117,38,4,0,7,26,5409.945,6821.235
2,117,28,4,0,7,20,4469.085,5174.73
2,117,28,4,0,7,21,4704.3,5409.945
2,117,28,4,1,7,20,4233.87,5174.73
2,117,36,4,0,7,26,5409.945,6821.235
2,117,36,4,0,7,24,5174.73,6115.59
2,117,38,4,0,7,21,4469.085,5645.16
2,117,38,4,0,7,23,4939.515,6115.59
2,117,38,4,1,7,20,4233.87,5174.73
2,117,28,4,0,7,19,4233.87,4704.3
2,117,28,4,1,7,17,3763.44,4469.085
2,117,38,4,0,7,19,4233.87,5174.73
2,117,38,4,0,7,18,3998.655,4704.3
2,117,38,4,1,7,18,3763.44,4704.3
2,117,38,4,0,7,20,4233.87,5174.73
2,117,28,4,0,7,20,4469.085,5174.73
2,117,38,4,0,7,20,4469.085,5174.73
2,114,20,6,0,5,18,3528.225,5174.73
2,114,20,6,0,5,18,3528.225,5174.73
2,120,38,6,1,0,16,3528.225,3763.44
2,121,36,4,0,7,19,4233.87,5174.73
2,122,27,4,0,7,21,4704.3,5409.945
2,122,38,4,0,7,23,4939.515,6115.59
2,122,27,4,0,7,22,4939.515,5880.375
2,122,38,4,0,7,26,5409.945,7291.665
2,122,38,4,0,7,25,5409.945,6821.235
2,122,27,4,0,7,22,4939.515,5880.375
2,122,38,4,0,7,26,5409.945,7291.665
2,122,27,4,0,7,22,4939.515,5645.16
2,122,38,4,0,7,25,5409.945,6821.235
2,122,27,5,0,7,18,3763.44,4704.3
2,122,38,5,0,7,19,3998.655,5174.73
2,122,38,5,0,7,17,3528.225,4704.3
2,122,27,4,0,7,21,4469.085,5409.945
2,122,27,5,0,7,18,3763.44,4704.3
2,122,38,4,0,7,25,5174.73,6821.235
2,122,38,5,0,7,19,3998.655,5174.73
2,122,27,4,0,7,21,4704.3,5409.945
2,122,38,4,0,7,23,4939.515,6115.59
2,122,38,4,0,7,23,4939.515,6115.59
2,122,37,4,0,7,14,3293.01,3293.01
2,122,27,4,0,7,14,3057.795,3528.225
2,122,36,4,0,7,15,3528.225,3998.655
2,123,28,4,0,7,20,4233.87,5174.73
2,123,36,4,0,7,22,4704.3,6115.59
2,123,28,4,0,7,20,4233.87,5174.73
2,123,36,4,0,7,22,4704.3,6115.59
2,123,28,4,1,7,18,3998.655,4704.3
2,123,28,4,0,7,21,4469.085,5409.945
2,123,28,6,1,0,23,4939.515,5645.16
2,123,28,6,0,7,18,3763.44,4704.3
2,123,36,4,1,7,20,4233.87,5409.945
2,123,36,4,0,7,22,4704.3,6115.59
2,123,36,6,1,0,24,5174.73,6350.805
2,123,28,4,1,7,18,3998.655,4704.3
2,123,28,4,0,7,21,4469.085,5645.16
2,123,28,6,1,0,23,4939.515,5645.16
2,123,36,4,0,7,22,4704.3,6115.59
2,123,36,4,1,7,20,4233.87,5409.945
2,125,36,4,0,7,25,5174.73,6821.235
3,2,28,4,0,7,24,5174.73,6586.02
3,2,38,4,0,7,25,5409.945,6586.02
3,2,28,6,0,7,19,3998.655,5174.73
3,2,28,6,0,7,18,3763.44,5174.73
3,2,38,6,0,7,20,4233.87,5409.945
3,2,38,6,0,7,19,3998.655,5409.945
3,3,38,6,0,7,19,3763.44,5409.945
3,3,27,6,0,7,18,3763.44,4939.515
3,3,38,6,0,7,19,3763.44,5409.945
3,3,38,6,0,7,19,3998.655,5409.945
3,3,38,4,0,7,21,4469.085,5880.375
3,4,27,6,0,7,16,3528.225,3998.655
3,4,38,6,0,7,17,3528.225,4704.3
3,1,28,6,1,5,16,3293.01,4939.515
3,5,27,8,0,7,9,1881.72,2352.15
3,5,27,8,0,7,9,1881.72,2352.15
3,5,38,8,0,7,9,1881.72,2352.15
3,6,27,4,0,7,22,4939.515,5645.16
3,6,38,4,0,7,24,5174.73,6586.02
3,6,38,5,0,7,17,3763.44,4704.3
3,6,38,5,1,7,18,3528.225,5409.945
3,6,38,5,1,7,18,3528.225,5409.945
3,6,27,5,1,7,18,3763.44,4704.3
3,6,38,5,1,7,19,3763.44,5645.16
3,6,27,5,0,7,17,3763.44,4704.3
3,6,27,5,0,7,18,3998.655,4939.515
3,6,38,5,0,7,19,3998.655,5645.16
3,6,38,5,0,7,18,3763.44,5174.73
3,6,38,5,0,7,18,3763.44,5174.73
3,6,27,5,0,7,17,3528.225,4704.3
3,6,27,5,0,7,18,3763.44,4704.3
3,6,38,5,0,7,19,3998.655,5409.945
3,6,38,5,0,7,18,3763.44,5174.73
3,6,27,5,0,7,18,3763.44,4939.515
3,6,27,5,0,7,18,3763.44,4704.3
3,6,38,5,0,7,19,3998.655,5409.945
3,6,38,5,0,7,19,3998.655,5409.945
3,8,38,8,0,7,17,3528.225,4939.515
3,12,38,4,0,7,22,4704.3,6115.59
3,14,27,6,0,7,15,3293.01,3998.655
3,14,38,6,0,5,16,3293.01,4704.3
3,9,28,6,0,7,18,3763.44,4939.515
3,9,28,6,0,7,20,4233.87,5880.375
3,9,38,6,0,7,18,3763.44,5174.73
3,9,38,6,0,7,21,4469.085,6115.59
3,9,28,6,0,7,19,3763.44,5409.945
3,9,28,6,0,7,16,3528.225,4704.3
3,9,38,6,0,7,20,4233.87,5174.73
3,9,38,6,0,7,16,3293.01,4704.3
3,9,28,6,0,7,16,3528.225,4704.3
3,9,38,6,0,7,16,3293.01,4704.3
3,9,38,6,0,5,12,2116.935,3998.655
3,9,28,6,0,7,15,3293.01,3998.655
3,9,38,6,0,7,15,3057.795,4469.085
3,16,27,4,0,7,23,4469.085,6821.235
