Year,Make,Transmission,Engine Cylinders,Turbocharger,Fuel Type,MPG,City Fuel Consumption,Highway Fuel Consumption
20,21,28,4,0,7,20,3998.655,5645.16
20,21,28,6,0,7,19,3998.655,5645.16
20,21,28,6,0,7,18,3763.44,5409.945
20,21,28,6,0,7,17,3528.225,4939.515
20,25,28,4,0,7,26,5409.945,7291.665
20,25,38,4,0,7,27,5409.945,7526.88
20,25,28,4,0,7,22,4704.3,6586.02
20,25,38,4,0,7,22,4704.3,6350.805
20,25,28,6,0,7,20,3998.655,5880.375
20,27,28,4,0,7,20,3998.655,5645.16
20,27,28,6,0,7,19,3998.655,5645.16
20,27,28,6,0,7,18,3763.44,5409.945
20,27,28,6,0,7,17,3528.225,4939.515
20,27,28,6,0,7,17,3528.225,4704.3
20,27,29,8,0,7,15,3293.01,4469.085
20,27,38,6,0,7,17,3293.01,4704.3
20,27,38,8,0,7,15,3057.795,4233.87
20,27,28,6,0,7,15,3293.01,4233.87
20,27,29,8,0,7,14,3057.795,3998.655
20,27,38,6,0,7,16,3293.01,4469.085
20,27,38,8,0,7,15,3057.795,3998.655
20,27,28,6,0,7,16,3293.01,4469.085
20,27,29,8,0,7,14,3057.795,3998.655
20,27,29,8,0,7,14,2822.58,3998.655
20,27,29,8,0,7,14,2822.58,3998.655
20,27,29,8,0,7,13,2822.58,3763.44
20,27,28,6,0,7,22,4469.085,6350.805
20,27,28,6,0,7,20,3998.655,5880.375
20,27,28,6,0,7,19,3763.44,5880.375
20,27,28,4,0,7,25,5174.73,6821.235
20,27,38,4,0,7,28,5880.375,7526.88
20,27,38,4,1,5,22,4469.085,6586.02
20,27,28,6,0,7,16,3293.01,4469.085
20,27,29,8,0,7,14,3057.795,3998.655
20,27,29,8,0,7,14,2822.58,3998.655
20,27,29,8,0,7,12,2587.365,3293.01
20,27,38,6,0,7,16,3293.01,4469.085
20,27,38,8,0,7,14,3057.795,3998.655
20,27,39,10,0,5,10,2116.935,3293.01
20,27,29,8,0,7,14,2822.58,3763.44
20,27,29,8,0,7,14,2822.58,3763.44
20,27,29,8,0,7,12,2587.365,3293.01
20,27,38,8,0,7,14,2822.58,3763.44
20,27,20,6,0,5,21,4233.87,5880.375
20,27,28,4,0,7,21,4469.085,6115.59
20,27,28,6,0,5,21,4233.87,5880.375
20,27,38,4,0,7,24,4939.515,6821.235
20,27,38,6,0,5,21,4233.87,6115.59
20,27,28,4,0,7,22,4704.3,6350.805
20,27,28,6,0,7,21,4469.085,5880.375
20,27,28,6,0,7,21,4469.085,6115.59
20,27,38,6,0,7,20,3998.655,5880.375
20,27,39,10,0,5,13,2587.365,4469.085
20,34,22,8,0,5,12,2352.15,3528.225
20,34,22,8,0,5,11,2352.15,3528.225
20,34,39,8,0,5,11,2352.15,3528.225
20,34,22,12,0,5,11,2116.935,3763.44
20,34,39,12,0,5,11,2116.935,3528.225
20,37,28,8,0,7,18,3528.225,5409.945
20,37,28,8,0,4,14,2822.58,3998.655
20,37,28,8,0,7,16,3293.01,4469.085
20,37,28,8,0,7,15,3293.01,4233.87
20,37,28,8,0,7,14,2822.58,3763.44
20,37,28,8,0,7,15,3057.795,4233.87
20,37,28,8,0,7,14,3057.795,3763.44
20,37,28,8,0,7,15,3293.01,4233.87
20,37,28,6,0,7,19,3998.655,5409.945
20,37,38,4,0,7,22,4704.3,5880.375
20,37,28,6,0,7,18,3763.44,5174.73
20,37,28,8,0,7,15,3293.01,4233.87
20,37,28,8,0,7,14,2822.58,3763.44
20,37,28,8,0,7,14,2822.58,3998.655
20,37,28,8,0,7,13,2822.58,3763.44
20,37,29,8,0,7,15,3057.795,4233.87
20,37,29,6,0,7,16,3293.01,4469.085
20,37,29,6,0,7,16,3293.01,4704.3
20,37,29,8,0,7,15,3057.795,4233.87
20,37,29,6,0,7,16,3293.01,4469.085
20,37,29,6,0,7,16,3293.01,4469.085
20,37,29,6,0,7,16,3293.01,4704.3
20,37,29,6,0,7,16,3293.01,4469.085
20,37,28,8,0,4,13,2587.365,3528.225
20,37,28,8,0,7,12,2587.365,3293.01
20,37,28,8,0,7,15,3057.795,4233.87
20,37,28,8,0,7,12,2587.365,3293.01
20,37,28,8,0,7,15,3057.795,4233.87
20,37,28,6,0,7,16,3293.01,4233.87
20,37,28,8,0,7,15,3293.01,4233.87
20,37,28,8,0,7,15,3293.01,4233.87
20,37,28,8,0,5,13,2587.365,3528.225
20,37,38,6,0,7,16,3528.225,4469.085
20,37,28,6,0,7,15,3293.01,3998.655
20,37,28,8,0,7,14,3057.795,3998.655
20,37,28,8,0,7,13,2587.365,3528.225
20,37,28,8,0,7,14,3057.795,3998.655
20,37,38,6,0,7,15,3057.795,4233.87
20,37,28,4,0,7,25,5409.945,7056.45
20,37,28,4,0,7,24,5174.73,6586.02
20,37,28,4,0,7,24,4939.515,6586.02
20,37,38,4,0,7,27,5645.16,7526.88
20,37,38,4,0,7,25,5174.73,7056.45
20,37,38,4,0,7,25,5174.73,7056.45
20,37,39,4,0,5,21,4233.87,6115.59
20,37,28,4,0,7,24,5174.73,6586.02
20,37,28,4,0,7,24,4939.515,6586.02
20,37,38,4,0,7,26,5409.945,7526.88
20,37,38,4,0,7,25,5174.73,7056.45
20,37,38,4,0,7,25,5174.73,7056.45
20,37,28,6,0,7,18,3528.225,4939.515
20,37,28,6,0,7,17,3528.225,4939.515
20,37,28,6,0,7,17,3528.225,4939.515
20,37,28,6,0,7,20,3998.655,5880.375
20,37,28,6,0,7,20,3998.655,5645.16
20,37,28,8,0,7,18,3763.44,4939.515
20,37,28,8,0,7,17,3528.225,4939.515
20,37,38,6,0,7,21,4233.87,6350.805
20,37,38,6,0,7,21,4233.87,6350.805
20,37,38,8,0,7,18,3528.225,5409.945
20,37,39,8,0,7,17,3528.225,5174.73
20,37,29,4,0,7,21,4469.085,5645.16
20,37,29,6,0,7,18,3763.44,4939.515
20,37,29,6,0,7,17,3528.225,4704.3
20,37,38,4,0,7,23,4939.515,6350.805
20,37,38,6,0,7,18,3763.44,4939.515
20,37,38,6,0,7,17,3528.225,4939.515
20,37,29,6,0,7,16,3528.225,4233.87
20,37,29,6,0,7,15,3293.01,4233.87
20,37,38,6,0,7,17,3528.225,4469.085
20,37,38,6,0,7,15,3293.01,3998.655
20,37,28,6,0,7,20,4233.87,5880.375
20,37,28,6,0,7,20,3998.655,5645.16
20,37,28,6,0,7,20,3998.655,5880.375
20,37,28,6,0,7,20,3998.655,5645.16
20,37,28,6,0,7,19,3763.44,5409.945
20,37,28,6,0,7,19,3998.655,5645.16
20,37,21,8,0,5,18,3528.225,5409.945
20,37,29,8,0,5,18,3528.225,4939.515
20,38,28,4,0,7,18,3763.44,5409.945
20,38,28,5,0,7,18,3763.44,5174.73
20,38,38,4,0,7,21,4233.87,5645.16
20,38,38,5,0,7,19,3998.655,5409.945
20,38,28,4,0,7,18,3763.44,4939.515
20,38,28,5,0,7,18,3763.44,4939.515
20,38,38,4,0,7,19,3998.655,5174.73
20,38,38,5,0,7,18,3763.44,4939.515
20,38,28,4,0,7,18,3763.44,5409.945
20,38,28,5,0,7,18,3763.44,5174.73
20,38,38,4,0,7,20,4233.87,5645.16
20,38,28,4,0,7,18,3763.44,4939.515
20,38,28,5,0,7,17,3528.225,4939.515
20,38,38,4,0,7,19,3998.655,5174.73
20,38,28,6,0,7,16,3293.01,4469.085
20,38,28,6,0,7,16,3293.01,4469.085
20,38,28,6,0,7,15,3057.795,4233.87
20,38,28,8,0,7,16,3293.01,4233.87
20,38,28,6,0,7,15,3057.795,4233.87
20,38,28,8,0,7,15,3057.795,3998.655
20,38,38,6,0,7,16,3293.01,4469.085
20,38,38,6,0,7,15,3057.795,4233.87
20,38,28,6,0,7,16,3293.01,4469.085
20,38,28,6,0,7,16,3293.01,4469.085
20,38,28,6,0,7,15,3293.01,4233.87
20,38,28,6,0,7,15,3293.01,4233.87
20,38,28,6,0,7,14,2822.58,3763.44
20,38,28,6,0,7,14,2822.58,3763.44
20,38,28,8,0,7,12,2587.365,3528.225
20,38,28,6,0,7,15,3057.795,3998.655
20,38,28,8,0,7,15,3293.01,4233.87
20,38,28,8,0,7,14,3057.795,3998.655
20,38,28,8,0,7,14,3057.795,3998.655
20,38,28,6,0,7,15,3293.01,4233.87
20,38,28,8,0,7,15,3057.795,3998.655
20,38,28,6,0,7,15,3057.795,4233.87
20,38,28,8,0,7,15,3293.01,4233.87
20,38,28,8,0,7,14,3057.795,3998.655
20,38,28,8,0,4,12,2587.365,3528.225
20,38,28,8,0,7,12,2587.365,3528.225
20,38,28,8,0,4,12,2587.365,3528.225
20,38,28,8,0,7,17,3763.44,4469.085
20,38,28,8,0,7,16,3528.225,3998.655
20,38,28,6,0,7,16,3293.01,4469.085
20,38,28,8,0,7,16,3528.225,4469.085
20,38,28,8,0,7,16,3293.01,4233.87
20,38,28,8,0,7,14,3057.795,3763.44
20,38,28,8,0,7,15,3057.795,4233.87
20,38,38,6,0,7,16,3293.01,4469.085
20,38,38,8,0,7,16,3293.01,4469.085
20,38,28,6,0,7,14,3057.795,3998.655
20,38,28,8,0,7,15,3057.795,3998.655
20,38,28,8,0,7,15,3057.795,3998.655
20,38,28,8,0,7,14,2822.58,3763.44
20,38,38,6,0,7,14,3057.795,3998.655
20,38,38,8,0,7,14,3057.795,3763.44
20,38,28,8,0,7,13,2822.58,3763.44
20,38,28,6,0,7,15,3293.01,4233.87
20,38,28,8,0,7,15,3293.01,4233.87
20,38,28,8,0,7,14,3057.795,3998.655
20,38,28,8,0,7,15,3057.795,3998.655
20,38,28,8,0,7,15,3057.795,3998.655
20,38,28,8,0,7,14,3057.795,3998.655
20,38,28,8,0,7,14,3057.795,3998.655
20,38,28,8,0,7,13,2822.58,3763.44
20,38,28,8,0,7,15,3293.01,4233.87
20,38,28,8,0,7,14,3057.795,3998.655
20,38,28,8,0,7,14,3057.795,3998.655
20,38,28,8,0,7,14,3057.795,3998.655
20,38,28,8,0,7,13,2822.58,3763.44
20,45,29,4,0,7,24,4939.515,7291.665
20,45,29,6,0,7,22,4233.87,6350.805
20,45,38,4,0,7,26,5409.945,7291.665
20,45,39,6,0,7,21,4233.87,6350.805
20,45,28,4,0,7,29,5880.375,7997.31
20,45,28,4,0,7,30,6115.59,8232.525
20,45,38,4,0,7,30,6350.805,7997.31
20,45,38,4,0,7,25,5174.73,6586.02
20,45,26,4,0,4,28,6115.59,7291.665
20,45,28,4,0,7,22,4704.3,6115.59
20,45,28,4,0,7,21,4469.085,5645.16
20,45,38,4,0,7,21,4469.085,5409.945
20,45,28,4,0,7,21,4704.3,5645.16
20,45,38,4,0,7,21,4469.085,5645.16
20,45,28,4,0,7,20,4469.085,5409.945
20,45,38,4,0,7,20,4233.87,5174.73
20,45,29,6,0,7,19,3763.44,5409.945
20,45,29,6,0,7,17,3528.225,4939.515
20,45,39,4,0,5,20,3998.655,5409.945
20,47,28,4,0,7,26,5409.945,7526.88
20,47,28,4,0,7,26,5409.945,7526.88
20,47,38,4,0,7,28,5645.16,7762.095
20,47,38,4,0,7,27,5880.375,7056.45
20,47,28,4,0,7,24,4939.515,6821.235
20,47,38,4,0,7,26,5409.945,7291.665
20,47,38,4,0,7,26,5645.16,7291.665
20,47,28,4,0,7,20,4233.87,5880.375
20,47,28,6,0,7,20,4233.87,5645.16
20,47,29,6,0,7,17,3528.225,4704.3
20,47,38,4,0,7,20,4233.87,5880.375
20,47,28,6,0,7,18,3763.44,5174.73
20,47,29,6,0,7,17,3528.225,4469.085
20,47,28,4,0,7,22,4469.085,6586.02
20,47,28,6,0,7,20,3998.655,5880.375
20,47,38,4,0,7,23,4704.3,6586.02
20,47,38,6,0,7,20,4233.87,5880.375
20,47,28,4,0,7,22,4704.3,6350.805
20,47,28,6,0,7,20,3998.655,5645.16
20,47,38,4,0,7,23,4939.515,6586.02
20,47,38,6,0,7,20,3998.655,5645.16
20,47,39,6,0,7,19,3763.44,5645.16
20,47,29,6,0,7,18,3528.225,5645.16
20,50,21,6,0,7,17,3528.225,4704.3
20,50,21,6,0,7,17,3528.225,5174.73
20,50,21,8,0,5,15,3057.795,4233.87
20,50,21,6,0,7,18,3763.44,5174.73
20,50,21,6,0,7,19,3763.44,5409.945
20,50,21,6,0,5,19,3763.44,5409.945
20,50,39,6,0,7,20,3998.655,5645.16
20,50,39,6,0,5,20,3998.655,5645.16
20,50,28,6,0,7,20,3998.655,5645.16
20,50,21,8,0,5,18,3763.44,5174.73
20,50,21,8,0,5,18,3763.44,5174.73
20,50,29,8,0,7,14,2822.58,4233.87
20,50,29,8,0,7,14,2822.58,3998.655
20,52,28,6,0,7,15,3057.795,4233.87
20,52,28,8,0,7,16,3293.01,4233.87
20,52,28,6,0,7,16,3293.01,4469.085
20,52,28,8,0,7,14,3057.795,3998.655
20,52,28,6,0,7,16,3293.01,4469.085
20,52,28,6,0,7,16,3293.01,4469.085
20,52,28,6,0,7,18,3763.44,5174.73
20,52,28,6,0,7,17,3528.225,4704.3
20,52,28,6,0,7,18,3763.44,4939.515
20,52,28,6,0,7,18,3763.44,5174.73
20,52,38,6,0,7,17,3763.44,4704.3
20,52,28,6,0,7,17,3528.225,4939.515
20,52,28,6,0,7,17,3528.225,4704.3
20,52,38,6,0,7,17,3763.44,4704.3
20,55,30,6,0,5,19,3763.44,5645.16
20,55,38,6,0,5,19,3763.44,5645.16
20,55,30,8,0,5,19,3763.44,5880.375
20,55,30,8,0,5,18,3528.225,5174.73
20,55,30,8,0,5,19,3763.44,5880.375
20,55,29,6,0,5,19,3763.44,5645.16
20,55,29,6,0,5,18,3763.44,5409.945
20,55,30,8,0,5,19,3763.44,5880.375
20,55,30,8,0,5,18,3528.225,5174.73
20,55,30,8,0,5,19,3763.44,5645.16
20,55,30,8,0,5,19,3763.44,5645.16
20,55,30,8,0,5,17,3293.01,4939.515
20,55,30,8,0,5,17,3293.01,4939.515
20,56,28,6,0,7,16,3293.01,4469.085
20,56,29,8,0,7,16,3293.01,4469.085
20,56,28,6,0,7,16,3293.01,4469.085
20,56,29,8,0,7,15,3293.01,4469.085
20,56,28,6,0,7,17,3528.225,4704.3
20,56,38,4,0,7,19,3998.655,5174.73
20,56,38,6,0,7,17,3293.01,4704.3
20,56,28,6,0,7,17,3528.225,4469.085
20,56,38,4,0,7,19,3998.655,5174.73
20,56,38,6,0,7,16,3293.01,4704.3
20,56,28,4,0,7,17,3763.44,4469.085
20,56,28,6,0,7,16,3293.01,4469.085
20,56,38,4,0,7,17,3763.44,4469.085
20,56,38,6,0,7,16,3293.01,4233.87
20,57,29,6,0,7,18,3528.225,5409.945
20,57,28,4,0,7,22,4469.085,6350.805
20,57,28,6,0,7,21,4233.87,5880.375
20,57,38,4,0,7,23,4704.3,6350.805
20,57,38,6,0,7,21,4233.87,6115.59
20,57,28,4,0,7,25,5174.73,7056.45
20,57,28,4,0,7,24,4939.515,6821.235
20,57,38,4,0,7,26,5409.945,7056.45
20,57,38,4,0,7,25,5174.73,6821.235
20,57,29,6,0,7,16,3293.01,4939.515
20,57,28,6,0,7,16,3293.01,4233.87
20,57,38,6,0,7,16,3293.01,4233.87
20,57,28,6,0,7,15,3293.01,4233.87
20,57,38,6,0,7,15,3293.01,4233.87
20,57,28,4,0,7,22,4469.085,6350.805
20,57,38,4,0,7,24,4939.515,6821.235
20,57,28,4,0,7,25,4939.515,7291.665
20,57,38,4,0,7,25,5174.73,6821.235
20,60,22,10,0,5,11,2116.935,3763.44
20,60,39,10,0,5,10,1881.72,3293.01
20,60,22,12,0,5,11,2116.935,3293.01
20,60,39,12,0,5,10,1881.72,2822.58
20,61,28,8,0,5,12,2587.365,3293.01
20,61,29,6,0,7,17,3763.44,4469.085
20,61,29,8,0,5,12,2587.365,3528.225
20,62,29,6,0,7,21,4233.87,6350.805
20,62,21,6,0,5,19,3763.44,5409.945
20,62,29,8,0,5,18,3763.44,5174.73
20,62,29,8,0,7,15,3293.01,3998.655
20,62,21,6,0,5,18,3763.44,5174.73
20,62,38,6,0,5,18,3763.44,5409.945
20,62,22,8,0,5,18,3763.44,5409.945
20,62,29,8,0,7,13,2822.58,3763.44
20,62,21,6,0,7,20,3998.655,5645.16
20,62,29,6,0,7,20,3998.655,5645.16
20,62,21,6,0,7,19,3763.44,5174.73
20,62,29,6,0,7,19,3763.44,5174.73
20,62,29,8,0,5,18,3763.44,5174.73
20,63,29,8,0,5,14,2822.58,3998.655
20,63,29,8,0,5,13,2822.58,3763.44
20,63,21,6,0,5,21,4233.87,5880.375
20,63,21,8,0,5,18,3528.225,5409.945
20,63,29,6,0,5,20,3998.655,5645.16
20,63,29,8,0,5,18,3528.225,4939.515
20,63,28,8,0,5,13,2587.365,3763.44
20,63,28,8,0,7,18,3528.225,5409.945
20,66,38,8,1,5,16,3293.01,4939.515
20,69,22,8,0,5,12,2352.15,3763.44
20,69,39,8,0,5,12,2352.15,3528.225
20,69,22,8,0,5,12,2352.15,3763.44
20,69,39,8,0,5,12,2352.15,3528.225
20,70,29,12,1,5,13,2587.365,3763.44
20,70,29,12,1,5,13,2587.365,3763.44
20,71,20,4,0,7,26,5174.73,7291.665
20,71,20,4,0,7,26,5409.945,7291.665
20,71,20,4,0,7,23,4939.515,6115.59
20,71,38,4,0,7,27,5645.16,7526.88
20,71,38,4,0,7,25,5174.73,6821.235
20,71,20,4,0,7,22,4704.3,6115.59
20,71,21,6,0,7,19,3998.655,5645.16
20,71,38,4,0,7,24,4939.515,6821.235
20,71,38,6,0,7,20,3998.655,5645.16
20,71,21,6,0,7,19,3998.655,5645.16
20,71,38,6,0,7,20,3998.655,5645.16
20,71,29,4,0,7,21,4469.085,5645.16
20,71,38,4,0,7,23,4939.515,6350.805
20,71,29,6,0,7,18,3763.44,4939.515
20,71,38,6,0,7,18,3763.44,4939.515
20,71,29,6,0,7,17,3528.225,4704.3
20,71,38,6,0,7,17,3528.225,4939.515
20,71,29,6,0,7,15,3293.01,4233.87
20,71,38,6,0,7,15,3293.01,3998.655
20,71,29,6,0,7,18,3763.44,5409.945
20,71,28,4,0,5,22,4704.3,6115.59
20,71,38,4,0,5,23,4704.3,6115.59
20,71,39,4,0,5,22,4704.3,6115.59
20,71,39,4,1,5,20,4233.87,5645.16
20,71,20,2,0,5,18,3763.44,5174.73
20,71,39,2,0,5,18,3763.44,5174.73
20,71,28,6,0,7,19,3998.655,5409.945
20,71,38,4,0,7,22,4704.3,5880.375
20,71,28,6,0,7,18,3763.44,5174.73
20,71,38,4,0,7,21,4469.085,5409.945
20,74,29,4,0,5,23,4704.3,6586.02
20,74,39,4,0,5,23,4704.3,6350.805
20,74,29,4,0,5,23,4704.3,6586.02
20,74,39,4,0,5,23,4704.3,6350.805
20,74,29,6,0,5,19,3998.655,5174.73
20,74,39,6,0,5,19,3763.44,5645.16
20,74,29,6,0,5,19,3998.655,5409.945
20,74,39,6,0,5,18,3528.225,5409.945
20,74,29,6,0,5,19,3998.655,5409.945
20,74,29,6,0,5,19,3998.655,5409.945
20,74,29,6,0,5,20,3998.655,5409.945
20,74,29,6,0,5,20,3998.655,5409.945
20,74,29,6,0,5,16,3293.01,4469.085
20,74,39,6,0,5,19,3998.655,5645.16
20,74,29,6,0,5,20,3998.655,5645.16
20,74,29,6,0,5,20,3998.655,5645.16
20,74,29,6,0,5,20,4233.87,5645.16
20,74,29,6,0,5,20,4233.87,5645.16
20,74,39,6,0,5,19,3998.655,5645.16
20,74,29,6,0,5,20,4233.87,5645.16
20,74,32,8,0,5,17,3293.01,5174.73
20,74,21,8,0,5,15,3057.795,4469.085
20,74,29,12,1,5,14,2822.58,3998.655
20,74,29,6,0,5,20,4233.87,5645.16
20,74,29,6,0,5,20,4233.87,5645.16
20,74,29,8,0,5,17,3528.225,4939.515
20,74,29,8,0,5,17,3528.225,4939.515
20,74,29,8,0,5,16,3293.01,4704.3
20,74,29,8,0,5,16,3293.01,4704.3
20,74,29,6,0,5,20,3998.655,5645.16
20,74,29,6,0,5,20,3998.655,5645.16
20,74,29,6,0,5,19,3763.44,5174.73
20,74,29,6,0,5,18,3763.44,5174.73
20,74,32,8,0,5,17,3528.225,5174.73
20,74,32,8,0,5,17,3293.01,5174.73
20,74,29,8,0,5,16,3293.01,4469.085
20,74,29,8,0,5,16,3293.01,4704.3
20,74,21,8,0,5,15,3057.795,4469.085
20,74,29,8,0,5,12,2587.365,3057.795
20,74,29,8,0,5,13,2822.58,3293.01
20,74,29,6,0,5,15,3293.01,3998.655
20,74,29,8,0,5,14,3057.795,3763.44
20,74,32,8,0,5,19,3763.44,5645.16
20,74,29,8,0,5,17,3528.225,4939.515
20,74,32,8,0,5,17,3293.01,5174.73
20,74,29,8,0,5,16,3293.01,4704.3
20,74,21,8,0,5,15,3057.795,4469.085
20,74,29,12,1,5,13,2587.365,3998.655
20,74,32,8,0,5,17,3293.01,4939.515
20,74,21,8,0,5,15,3057.795,4469.085
20,74,29,12,1,5,14,2822.58,3998.655
20,74,29,4,0,5,22,4469.085,6115.59
20,74,39,4,0,5,21,4469.085,6115.59
20,74,29,6,0,5,17,3528.225,4939.515
20,74,29,6,0,5,20,4233.87,5645.16
20,74,39,6,0,5,19,3998.655,5645.16
20,75,28,8,0,7,18,3528.225,5409.945
20,75,28,8,0,5,17,3528.225,4939.515
20,75,28,6,0,7,17,3528.225,4939.515
20,75,29,8,0,7,15,3057.795,4233.87
20,75,29,6,0,7,16,3293.01,4469.085
20,75,29,6,0,7,16,3293.01,4704.3
20,75,29,8,0,7,15,3057.795,4233.87
20,75,29,6,0,7,15,3293.01,4233.87
20,75,29,6,0,7,15,3057.795,4233.87
20,75,28,6,0,7,20,3998.655,5645.16
20,75,28,6,0,7,20,4233.87,5880.375
20,75,28,6,0,7,20,3998.655,5880.375
20,75,28,6,0,7,20,3998.655,5645.16
20,75,28,6,0,7,19,3763.44,5409.945
20,75,28,6,0,7,19,3998.655,5645.16
20,67,26,4,0,5,25,5174.73,6821.235
20,67,38,4,0,5,28,5880.375,7762.095
20,67,39,4,0,5,25,5174.73,7291.665
20,77,20,6,0,5,18,3528.225,5409.945
20,77,28,6,0,5,18,3528.225,5409.945
20,77,20,4,0,7,21,4469.085,5880.375
20,77,20,6,0,5,21,4233.87,5880.375
20,77,28,4,0,7,21,4469.085,5880.375
20,77,38,4,0,7,23,4704.3,6586.02
20,77,38,6,0,5,21,4233.87,6115.59
20,77,38,6,0,5,21,4233.87,6350.805
20,77,20,4,0,7,20,4233.87,5645.16
20,77,20,6,0,5,21,4233.87,5880.375
20,77,38,4,0,7,23,4704.3,6586.02
20,77,38,6,0,5,21,4233.87,6115.59
20,77,20,6,0,5,17,3528.225,4704.3
20,77,20,6,0,5,18,3528.225,4939.515
20,77,20,6,0,5,19,3998.655,5880.375
20,77,28,4,0,7,23,4704.3,6350.805
20,77,28,4,0,7,24,5174.73,6586.02
20,77,28,4,0,7,22,4704.3,6115.59
20,77,38,4,0,7,27,5645.16,7526.88
20,77,38,4,0,7,23,4704.3,6350.805
20,77,38,4,1,5,19,3763.44,5409.945
20,77,28,4,0,7,22,4704.3,6115.59
20,77,21,6,0,5,15,3057.795,4233.87
20,77,28,6,0,7,17,3528.225,4469.085
20,77,28,6,0,7,15,3293.01,3998.655
20,77,28,6,0,7,17,3528.225,4469.085
20,77,20,4,0,7,21,4469.085,5645.16
20,77,20,4,0,7,20,4233.87,5409.945
20,80,21,6,0,5,19,3998.655,5645.16
20,80,39,6,0,5,20,4233.87,5645.16
20,80,21,6,0,5,19,3763.44,5409.945
20,80,39,6,0,5,20,3998.655,5645.16
20,80,28,4,0,7,23,4704.3,6350.805
20,80,28,6,0,7,20,3998.655,5645.16
20,80,38,4,0,7,23,4704.3,6586.02
20,80,38,6,0,7,21,4233.87,5645.16
20,80,28,4,0,7,19,3998.655,5174.73
20,80,38,4,0,7,22,4704.3,5645.16
20,80,28,6,1,5,15,3293.01,4233.87
20,80,28,6,0,7,17,3528.225,4704.3
20,80,38,6,1,5,15,3293.01,3998.655
20,80,38,6,0,7,17,3528.225,4469.085
20,80,28,6,1,5,15,3057.795,3998.655
20,80,28,6,0,7,16,3528.225,4469.085
20,80,38,6,1,5,15,3057.795,3998.655
20,80,38,6,0,7,17,3528.225,4469.085
20,80,21,6,0,7,21,4233.87,6115.59
20,80,28,6,0,7,21,4233.87,5880.375
20,80,39,6,0,7,21,4233.87,6350.805
20,80,26,6,0,7,20,4233.87,5409.945
20,80,26,6,0,7,20,4233.87,5409.945
20,80,28,6,0,7,16,3528.225,4469.085
20,80,28,6,0,7,15,3293.01,4233.87
20,80,29,8,0,7,14,2822.58,4233.87
20,80,29,8,0,7,14,2822.58,3998.655
20,80,28,6,0,7,19,3998.655,5645.16
20,80,29,6,0,7,18,3763.44,5409.945
20,80,28,4,0,7,27,5645.16,7291.665
20,80,28,4,0,7,22,4704.3,6115.59
20,80,38,4,0,7,27,5645.16,7526.88
20,80,39,4,0,7,23,4704.3,6350.805
20,80,29,8,0,7,14,3057.795,3998.655
20,80,29,8,0,7,14,2822.58,3998.655
20,80,38,4,0,7,19,3998.655,5409.945
20,80,28,6,1,5,15,3293.01,4233.87
20,80,28,6,0,7,17,3528.225,4704.3
20,80,38,6,0,7,17,3528.225,4469.085
20,80,28,6,1,5,15,3057.795,3998.655
20,80,28,6,0,7,16,3293.01,4469.085
20,80,38,6,0,7,16,3528.225,4469.085
20,81,28,4,0,7,25,4939.515,7291.665
20,81,28,6,0,7,21,4233.87,6350.805
20,81,38,4,0,7,27,5409.945,7762.095
20,81,28,6,0,7,16,3293.01,4469.085
20,81,28,6,0,7,16,3293.01,4469.085
20,81,28,6,0,7,20,3998.655,5645.16
20,81,28,6,0,7,18,3763.44,5174.73
20,91,28,6,0,7,18,3763.44,5174.73
20,91,28,6,0,7,20,3998.655,5645.16
20,91,28,6,0,7,21,4233.87,6350.805
20,91,28,6,0,5,20,3763.44,6115.59
20,91,28,8,0,7,18,3528.225,5174.73
20,91,28,4,0,7,25,4939.515,7291.665
20,91,28,6,0,7,21,4233.87,6350.805
20,91,38,4,0,7,27,5409.945,7762.095
20,91,28,6,0,7,21,4233.87,6586.02
20,91,28,6,0,5,19,3763.44,5880.375
20,91,28,6,0,5,20,3763.44,6115.59
20,91,28,8,0,5,17,3528.225,4704.3
20,91,39,8,0,5,19,3763.44,6115.59
20,91,28,6,0,7,18,3763.44,5174.73
20,91,28,6,0,7,20,3998.655,5645.16
20,91,28,4,0,7,25,4939.515,7291.665
20,91,38,4,0,7,27,5409.945,7762.095
20,91,28,4,0,7,27,5880.375,7291.665
20,91,38,4,0,7,28,5880.375,7762.095
20,91,39,4,0,5,25,5174.73,6821.235
20,91,28,4,0,7,25,5174.73,6821.235
20,92,21,6,0,5,19,3763.44,5645.16
20,92,38,6,0,5,21,4233.87,6350.805
20,92,21,6,0,5,18,3528.225,5645.16
20,92,39,6,0,5,19,3763.44,5645.16
20,92,39,6,0,5,16,3293.01,4939.515
20,92,29,6,0,5,19,3763.44,5645.16
20,92,39,6,0,5,19,3763.44,5645.16
20,92,39,6,0,5,19,3763.44,5645.16
20,92,29,6,0,5,19,3763.44,5645.16
20,92,39,6,0,5,19,3763.44,5645.16
20,92,39,6,0,5,19,3763.44,5645.16
20,92,29,6,0,5,17,3528.225,4939.515
20,92,39,6,0,5,18,3528.225,5174.73
20,92,39,6,0,5,18,3528.225,5174.73
20,92,29,6,0,5,17,3528.225,4939.515
20,92,39,6,0,5,18,3528.225,5174.73
20,92,39,6,0,5,18,3528.225,5174.73
20,92,29,6,0,5,17,3528.225,4939.515
20,92,39,6,0,5,18,3528.225,5174.73
20,92,39,6,0,5,18,3528.225,5174.73
20,92,39,10,0,5,11,2116.935,3528.225
20,92,29,6,0,5,15,3293.01,4233.87
